fid,sal_code_2021,sal_name_2021,Population,SAL Area,IRSAD Score,IRSAD Decile (Greater Sydney),All Green Assets Count,All Green Assets Area,All Green Asset Coverage,All Green Asset Area per Capita,Parks and Gardens Count,Parks and Gardens Area,Parks and Gardens Coverage,Parks and Gardens Area per Capita,Bushland Area,Bushland Count,Bushland Coverage,Bushland Area per Capita,Public Open Spaces Count,Public Open Spaces Area,Public Open Spaces Coverage,Public Open Spaces per Capita,Public Open Space Non Bush Area,Public Open Space Non Bush Count,Public Open Space Non Bush Coverage,Public Open Space Non Bush Per Capita
758,"14422",Woollahra,7189,1230700,1179,10,20,101092,8.21418704802145,14.0620392265962,17,94339,7.66547493296498,13.1226874391431,0,0,0,0,20,101092,8,14.0620392265962,101092,20,8.21418704802145,14.0620392265962
759,"14424",Woolloomooloo,3792,372200,1081,6,13,21393,5.74771628156905,5.64161392405063,12,14520,3.90112842557765,3.82911392405063,0,0,0,0,13,21393,6,5.64161392405063,21393,13,5.74771628156905,5.64161392405063
760,"14428",Woolooware,5060,1859900,1106,7,20,490604,26.3779773106081,96.9573122529644,10,22468,1.20802193666326,4.4403162055336,59,1,0.00317221355986881,0.0116600790513834,16,201202,11,39.7632411067194,201143,15,10.8147212215711,39.751581027668
761,"14430",Woolwich,833,698700,1168,10,18,203573,29.1359667954773,244.385354141657,7,39891,5.70931730356376,47.8883553421369,2872,3,0.411049091169314,3.44777911164466,12,97753,14,117.350540216086,94881,9,13.5796479175612,113.902761104442
762,"14438",Woronora,2043,1881300,1113,7,31,699649,37.1896560888747,342.461576113558,10,79822,4.24291713177058,39.0709740577582,598892,15,31.8339446127678,293.143416544298,28,679507,36,332.602545276554,80615,13,4.28506883537979,39.4591287322565
763,"14440",Woronora Heights,2781,2599400,1129,8,32,1016322,39.0983303839348,365.451995685005,10,25887,0.99588366546126,9.30852211434736,634366,14,24.4043240747865,228.107155699389,28,700624,27,251.932398417835,66258,14,2.54897283988613,23.8252427184466
764,"14447",Wrights Creek (NSW),15,80362200,1010,3,2,73014046,90.8562060272118,4867603.06666667,0,0,0,0,73014046,2,90.8562060272118,4867603.06666667,2,73014046,91,4867603.06666667,0,0,0,0
765,"14471",Yagoona,19651,4618100,927,1,24,268215,5.80790801411836,13.6489237188947,16,153274,3.31898399774799,7.79980662561702,0,0,0,0,22,267319,6,13.6033280749071,267319,22,5.78850609558043,13.6033280749071
766,"14479",Yanderra,702,2743400,951,2,1,2171,0.0791353794561493,3.09259259259259,1,2171,0.0791353794561493,3.09259259259259,0,0,0,0,1,2171,0,3.09259259259259,2171,1,0.0791353794561493,3.09259259259259
767,"14495",Yarramundi,829,32307100,1077,6,19,18811551,58.2272967861554,22691.8588661037,4,817902,2.5316478421152,986.612786489747,17987164,12,55.6755759569878,21697.4234016888,17,18810204,58,22690.2340168878,823040,5,2.54755146701499,992.810615199035
768,"14503",Yarrawarrah,2775,1243800,1109,7,23,305072,24.5274159832771,109.935855855856,7,13308,1.06994693680656,4.79567567567568,241501,10,19.4163852709439,87.0273873873874,20,302147,24,108.881801801802,60646,10,4.87586428686284,21.8544144144144
769,"14520",Yellow Rock (Blue Mountains - NSW),1119,18809600,1063,5,23,4357332,23.1654686968357,3893.95174262735,3,2824585,15.0167201854372,2524.20464700626,1482524,14,7.8817412385165,1324.86505808758,19,4346371,23,3884.1563896336,2863847,5,15.2254540234774,2559.29133154602
770,"14524",Yennora,1675,2738700,831,1,11,177743,6.49005002373389,106.115223880597,7,22021,0.804067623324935,13.1468656716418,0,0,0,0,9,165117,6,98.5773134328358,165117,9,6.02902837112499,98.5773134328358
771,"14527",Yerranderie,0,162291200,,1,4,159366505,98.197872096577,,1,4819369,2.96958122190236,,154547136,3,95.2282908746747,,4,159366505,98,,4819369,1,2.96958122190236,
772,"14542",Zetland,12622,804700,1157,9,19,34321,4.26506772710327,2.71914118206306,16,16432,2.04200323101777,1.30185390587862,0,0,0,0,19,34321,4,2.71914118206306,34321,19,4.26506772710327,2.71914118206306
773,"14537",Yowie Bay,3053,1204500,1130,8,13,44161,3.66633457866335,14.4647887323944,10,31660,2.62847654628477,10.3701277432034,166,2,0.0137816521378165,0.0543727481166066,12,31826,3,10.42450049132,31660,10,2.62847654628477,10.3701277432034
